"","Freq","Genes"
"THBS1",1,"THBS1"
"THBS3",1,"THBS3"
"THEG",1,"THEG"
"THEMIS",1,"THEMIS"
"THOC1",1,"THOC1"
"THOC5",1,"THOC5"
"THPO",1,"THPO"
"THSD1",1,"THSD1"
"THUMPD3",1,"THUMPD3"
"TICAM1",1,"TICAM1"
"TIGD2",1,"TIGD2"
"TIGD7",1,"TIGD7"
"TIMM44",1,"TIMM44"
"TIMMDC1",1,"TIMMDC1"
"TIPARP",1,"TIPARP"
"TIPIN",1,"TIPIN"
"TJP3",1,"TJP3"
"TKTL2",1,"TKTL2"
"TLDC1",1,"TLDC1"
"TLE3",1,"TLE3"
"TLK1",1,"TLK1"
"TLL1",1,"TLL1"
"TLL2",1,"TLL2"
"TLR1",1,"TLR1"
"TLR10",1,"TLR10"
"TLR3",1,"TLR3"
"TLR4",1,"TLR4"
"TLR6",1,"TLR6"
"TM2D3",1,"TM2D3"
"TM4SF18",1,"TM4SF18"
"TMBIM4",1,"TMBIM4"
"TMC5",1,"TMC5"
"TMC8",1,"TMC8"
"TMEM100",1,"TMEM100"
"TMEM109",1,"TMEM109"
"TMEM145",1,"TMEM145"
"TMEM171",1,"TMEM171"
"TMEM176B",1,"TMEM176B"
"TMEM181",1,"TMEM181"
"TMEM189-UBE2V1",1,"TMEM189-UBE2V1"
"TMEM192",1,"TMEM192"
"TMEM225",1,"TMEM225"
"TMEM255B",1,"TMEM255B"
"TMEM257",1,"TMEM257"
"TMEM261",1,"TMEM261"
"TMEM35",1,"TMEM35"
"TMEM38A",1,"TMEM38A"
"TMEM47",1,"TMEM47"
"TMEM5",1,"TMEM5"
"TMEM50B",1,"TMEM50B"
"TMEM53",1,"TMEM53"
"TMEM54",1,"TMEM54"
"TMEM60",1,"TMEM60"
"TMEM62",1,"TMEM62"
"TMEM63B",1,"TMEM63B"
"TMEM67",1,"TMEM67"
"TMEM71",1,"TMEM71"
"TMEM8C",1,"TMEM8C"
"TMLHE",1,"TMLHE"
"TMOD1",1,"TMOD1"
"TMPRSS11A",1,"TMPRSS11A"
"TMPRSS11B",1,"TMPRSS11B"
"TMPRSS11E",1,"TMPRSS11E"
"TMPRSS11F",1,"TMPRSS11F"
"TMTC4",1,"TMTC4"
"TMX3",1,"TMX3"
"TNFRSF1A",1,"TNFRSF1A"
"TNFSF15",1,"TNFSF15"
"TNFSF4",1,"TNFSF4"
"TNKS1BP1",1,"TNKS1BP1"
"TNNT3",1,"TNNT3"
"TNPO2",1,"TNPO2"
"TNRC18",1,"TNRC18"
"TNRC6A",1,"TNRC6A"
"TNS1",1,"TNS1"
"TNS2",1,"TNS2"
"TOM1L2",1,"TOM1L2"
"TOMM20L",1,"TOMM20L"
"TONSL",1,"TONSL"
"TOP2B",1,"TOP2B"
"TOX3",1,"TOX3"
"TPH2",1,"TPH2"
"TPM3",1,"TPM3"
"TPO",1,"TPO"
"TPP1",1,"TPP1"
"TPTE2",1,"TPTE2"
"TRAF1",1,"TRAF1"
"TRAF4",1,"TRAF4"
"TRAK1",1,"TRAK1"
"TRANK1",1,"TRANK1"
"TRAPPC10",1,"TRAPPC10"
"TRAPPC5",1,"TRAPPC5"
"TRAPPC9",1,"TRAPPC9"
"TRAV23DV6",1,"TRAV23DV6"
"TRAV36DV7",1,"TRAV36DV7"
"TRAV9-2",1,"TRAV9-2"
"TRBV19",1,"TRBV19"
"TRGV4",1,"TRGV4"
"TRIB3",1,"TRIB3"
"TRIM15",1,"TRIM15"
"TRIM23",1,"TRIM23"
"TRIM28",1,"TRIM28"
"TRIM33",1,"TRIM33"
"TRIM39",1,"TRIM39"
"TRIM43",1,"TRIM43"
"TRIM46",1,"TRIM46"
"TRIM47",1,"TRIM47"
"TRIM49C",1,"TRIM49C"
"TRIM51",1,"TRIM51"
"TRIM58",1,"TRIM58"
"TRIM6",1,"TRIM6"
"TRIM6-TRIM34",1,"TRIM6-TRIM34"
"TRIML1",1,"TRIML1"
"TRIOBP",1,"TRIOBP"
"TRIP12",1,"TRIP12"
"TRMT13",1,"TRMT13"
"TRO",1,"TRO"
"TRPC7",1,"TRPC7"
"TRPM2",1,"TRPM2"
"TRPM3",1,"TRPM3"
"TRPM4",1,"TRPM4"
"TRPM5",1,"TRPM5"
"TRPV2",1,"TRPV2"
"TRPV3",1,"TRPV3"
"TRPV5",1,"TRPV5"
"TRRAP",1,"TRRAP"
"TSC22D2",1,"TSC22D2"
"TSFM",1,"TSFM"
"TSGA10",1,"TSGA10"
"TSGA13",1,"TSGA13"
"TSHR",1,"TSHR"
"TSHZ2",1,"TSHZ2"
"TSKS",1,"TSKS"
"TSPAN14",1,"TSPAN14"
"TSPAN6",1,"TSPAN6"
"TSPAN8",1,"TSPAN8"
"TSPY2",1,"TSPY2"
"TSPYL1",1,"TSPYL1"
"TSPYL2",1,"TSPYL2"
"TTBK2",1,"TTBK2"
"TTC12",1,"TTC12"
"TTC16",1,"TTC16"
"TTC21B",1,"TTC21B"
"TTC27",1,"TTC27"
"TTC3",1,"TTC3"
"TTC30B",1,"TTC30B"
"TTC36",1,"TTC36"
"TTC38",1,"TTC38"
"TTC8",1,"TTC8"
"TTC9B",1,"TTC9B"
"TTI1",1,"TTI1"
"TTLL3",1,"TTLL3"
"TTPA",1,"TTPA"
"TUBA3C",1,"TUBA3C"
"TUBB2B",1,"TUBB2B"
"TUBB4A",1,"TUBB4A"
"TUBB4B",1,"TUBB4B"
"TUBE1",1,"TUBE1"
"TUBG1",1,"TUBG1"
"TUBGCP4",1,"TUBGCP4"
"TUBGCP6",1,"TUBGCP6"
"TULP1",1,"TULP1"
"TULP4",1,"TULP4"
"TWF1",1,"TWF1"
"TWIST1",1,"TWIST1"
"TWISTNB",1,"TWISTNB"
"TXNDC16",1,"TXNDC16"
"TXNDC2",1,"TXNDC2"
"TXNL1",1,"TXNL1"
"TYK2",1,"TYK2"
"TYMP",1,"TYMP"
"TYRO3",1,"TYRO3"
"TYRP1",1,"TYRP1"
"TYW1",1,"TYW1"
"TYW5",1,"TYW5"
"U2AF2",1,"U2AF2"
"UBA6",1,"UBA6"
"UBA7",1,"UBA7"
"UBC",1,"UBC"
"UBE2F",1,"UBE2F"
"UBE2J1",1,"UBE2J1"
"UBE2O",1,"UBE2O"
"UBE2Q2",1,"UBE2Q2"
"UBE2R2",1,"UBE2R2"
"UBE3D",1,"UBE3D"
"UBE4A",1,"UBE4A"
"UBLCP1",1,"UBLCP1"
"UBN1",1,"UBN1"
"UBN2",1,"UBN2"
"UBQLN1",1,"UBQLN1"
"UBQLN2",1,"UBQLN2"
"UBR2",1,"UBR2"
"UBR3",1,"UBR3"
"UBR7",1,"UBR7"
"UBXN2A",1,"UBXN2A"
"UBXN4",1,"UBXN4"
"UBXN6",1,"UBXN6"
"UFL1",1,"UFL1"
"UGT1A3",1,"UGT1A3"
"UGT1A4",1,"UGT1A4"
"UGT2A1",1,"UGT2A1"
"UGT2B10",1,"UGT2B10"
"UGT2B15",1,"UGT2B15"
"UHRF1BP1L",1,"UHRF1BP1L"
"UHRF2",1,"UHRF2"
"ULBP1",1,"ULBP1"
"ULK2",1,"ULK2"
"ULK4",1,"ULK4"
"UNC13A",1,"UNC13A"
"UNC13B",1,"UNC13B"
"UNC13C",1,"UNC13C"
"UNC45B",1,"UNC45B"
"UNC5A",1,"UNC5A"
"UNG",1,"UNG"
"UPF2",1,"UPF2"
"UQCRC2",1,"UQCRC2"
"UROC1",1,"UROC1"
"USH1G",1,"USH1G"
"USP1",1,"USP1"
"USP2",1,"USP2"
"USP25",1,"USP25"
"USP26",1,"USP26"
"USP28",1,"USP28"
"USP37",1,"USP37"
"USP40",1,"USP40"
"USP44",1,"USP44"
"USP48",1,"USP48"
"USP49",1,"USP49"
"USP5",1,"USP5"
"USP51",1,"USP51"
"USP8",1,"USP8"
"UTP11L",1,"UTP11L"
"UTP14C",1,"UTP14C"
"UTP6",1,"UTP6"
"UVSSA",1,"UVSSA"
"VAMP3",1,"VAMP3"
"VANGL1",1,"VANGL1"
"VAV2",1,"VAV2"
"VBP1",1,"VBP1"
"VCP",1,"VCP"
"VDAC1",1,"VDAC1"
"VDAC3",1,"VDAC3"
"VEGFA",1,"VEGFA"
"VEZT",1,"VEZT"
"VGLL3",1,"VGLL3"
"VLDLR",1,"VLDLR"
"VMO1",1,"VMO1"
"VMP1",1,"VMP1"
"VN1R1",1,"VN1R1"
"VNN1",1,"VNN1"
"VNN2",1,"VNN2"
"VNN3",1,"VNN3"
"VPS16",1,"VPS16"
"VPS4B",1,"VPS4B"
"VPS52",1,"VPS52"
"VSIG2",1,"VSIG2"
"VTA1",1,"VTA1"
"VTI1A",1,"VTI1A"
"VTN",1,"VTN"
"VWA9",1,"VWA9"
"VWF",1,"VWF"
"WARS",1,"WARS"
"WASF2",1,"WASF2"
"WASL",1,"WASL"
"WDHD1",1,"WDHD1"
"WDPCP",1,"WDPCP"
"WDR3",1,"WDR3"
"WDR36",1,"WDR36"
"WDR45",1,"WDR45"
"WDR45B",1,"WDR45B"
"WDR54",1,"WDR54"
"WDR59",1,"WDR59"
"WDR5B",1,"WDR5B"
"WDR60",1,"WDR60"
"WDR62",1,"WDR62"
"WDR64",1,"WDR64"
"WDR66",1,"WDR66"
"WDR72",1,"WDR72"
"WDR75",1,"WDR75"
"WDR89",1,"WDR89"
"WDR90",1,"WDR90"
"WDTC1",1,"WDTC1"
"WFDC3",1,"WFDC3"
"WFS1",1,"WFS1"
"WHSC1",1,"WHSC1"
"WI2-3308P17.2",1,"WI2-3308P17.2"
"WIPF1",1,"WIPF1"
"WIPF2",1,"WIPF2"
"WLS",1,"WLS"
"WNK1",1,"WNK1"
"WNK4",1,"WNK4"
"WNT11",1,"WNT11"
"WNT16",1,"WNT16"
"WNT5B",1,"WNT5B"
"WNT8B",1,"WNT8B"
"WT1",1,"WT1"
"XDH",1,"XDH"
"XKR4",1,"XKR4"
"XPNPEP1",1,"XPNPEP1"
"XPO4",1,"XPO4"
"XPO5",1,"XPO5"
"XPO6",1,"XPO6"
"XPO7",1,"XPO7"
"XPOT",1,"XPOT"
"XPR1",1,"XPR1"
"XRCC3",1,"XRCC3"
"XYLB",1,"XYLB"
"XYLT2",1,"XYLT2"
"YAE1D1",1,"YAE1D1"
"YBX2",1,"YBX2"
"YEATS2",1,"YEATS2"
"YIF1A",1,"YIF1A"
"YIF1B",1,"YIF1B"
"YWHAE",1,"YWHAE"
"YWHAH",1,"YWHAH"
"YWHAZ",1,"YWHAZ"
"YY2",1,"YY2"
"ZAN",1,"ZAN"
"ZBBX",1,"ZBBX"
"ZBTB1",1,"ZBTB1"
"ZBTB10",1,"ZBTB10"
"ZBTB12",1,"ZBTB12"
"ZBTB18",1,"ZBTB18"
"ZBTB2",1,"ZBTB2"
"ZBTB32",1,"ZBTB32"
"ZBTB38",1,"ZBTB38"
"ZBTB39",1,"ZBTB39"
"ZBTB40",1,"ZBTB40"
"ZBTB43",1,"ZBTB43"
"ZBTB8OS",1,"ZBTB8OS"
"ZC3H11A",1,"ZC3H11A"
"ZC3H12A",1,"ZC3H12A"
"ZC3H12B",1,"ZC3H12B"
"ZC3H12C",1,"ZC3H12C"
"ZC3H18",1,"ZC3H18"
"ZC3HC1",1,"ZC3HC1"
"ZCCHC10",1,"ZCCHC10"
"ZCCHC11",1,"ZCCHC11"
"ZCCHC14",1,"ZCCHC14"
"ZCCHC2",1,"ZCCHC2"
"ZCCHC6",1,"ZCCHC6"
"ZCCHC9",1,"ZCCHC9"
"ZCWPW1",1,"ZCWPW1"
"ZDHHC21",1,"ZDHHC21"
"ZDHHC23",1,"ZDHHC23"
"ZFAND1",1,"ZFAND1"
"ZFAND3",1,"ZFAND3"
"ZFAND5",1,"ZFAND5"
"ZFHX4",1,"ZFHX4"
"ZFP41",1,"ZFP41"
"ZFP90",1,"ZFP90"
"ZFPM2",1,"ZFPM2"
"ZFR2",1,"ZFR2"
"ZFX",1,"ZFX"
"ZFYVE1",1,"ZFYVE1"
"ZFYVE26",1,"ZFYVE26"
"ZFYVE28",1,"ZFYVE28"
"ZG16B",1,"ZG16B"
"ZGPAT",1,"ZGPAT"
"ZGRF1",1,"ZGRF1"
"ZIC2",1,"ZIC2"
"ZIK1",1,"ZIK1"
"ZKSCAN1",1,"ZKSCAN1"
"ZMPSTE24",1,"ZMPSTE24"
"ZMYND11",1,"ZMYND11"
"ZMYND12",1,"ZMYND12"
"ZNF101",1,"ZNF101"
"ZNF107",1,"ZNF107"
"ZNF117",1,"ZNF117"
"ZNF132",1,"ZNF132"
"ZNF141",1,"ZNF141"
"ZNF142",1,"ZNF142"
"ZNF143",1,"ZNF143"
"ZNF169",1,"ZNF169"
"ZNF181",1,"ZNF181"
"ZNF184",1,"ZNF184"
"ZNF185",1,"ZNF185"
"ZNF2",1,"ZNF2"
"ZNF207",1,"ZNF207"
"ZNF223",1,"ZNF223"
"ZNF225",1,"ZNF225"
"ZNF23",1,"ZNF23"
"ZNF236",1,"ZNF236"
"ZNF239",1,"ZNF239"
"ZNF250",1,"ZNF250"
"ZNF253",1,"ZNF253"
"ZNF26",1,"ZNF26"
"ZNF260",1,"ZNF260"
"ZNF263",1,"ZNF263"
"ZNF267",1,"ZNF267"
"ZNF275",1,"ZNF275"
"ZNF28",1,"ZNF28"
"ZNF280C",1,"ZNF280C"
"ZNF286A",1,"ZNF286A"
"ZNF30",1,"ZNF30"
"ZNF300",1,"ZNF300"
"ZNF302",1,"ZNF302"
"ZNF318",1,"ZNF318"
"ZNF334",1,"ZNF334"
"ZNF335",1,"ZNF335"
"ZNF341",1,"ZNF341"
"ZNF343",1,"ZNF343"
"ZNF350",1,"ZNF350"
"ZNF354B",1,"ZNF354B"
"ZNF354C",1,"ZNF354C"
"ZNF383",1,"ZNF383"
"ZNF384",1,"ZNF384"
"ZNF385B",1,"ZNF385B"
"ZNF397",1,"ZNF397"
"ZNF410",1,"ZNF410"
"ZNF415",1,"ZNF415"
"ZNF420",1,"ZNF420"
"ZNF426",1,"ZNF426"
"ZNF43",1,"ZNF43"
"ZNF438",1,"ZNF438"
"ZNF451",1,"ZNF451"
"ZNF462",1,"ZNF462"
"ZNF471",1,"ZNF471"
"ZNF48",1,"ZNF48"
"ZNF480",1,"ZNF480"
"ZNF484",1,"ZNF484"
"ZNF488",1,"ZNF488"
"ZNF490",1,"ZNF490"
"ZNF492",1,"ZNF492"
"ZNF497",1,"ZNF497"
"ZNF500",1,"ZNF500"
"ZNF503",1,"ZNF503"
"ZNF507",1,"ZNF507"
"ZNF512",1,"ZNF512"
"ZNF518A",1,"ZNF518A"
"ZNF525",1,"ZNF525"
"ZNF527",1,"ZNF527"
"ZNF534",1,"ZNF534"
"ZNF543",1,"ZNF543"
"ZNF559-ZNF177",1,"ZNF559-ZNF177"
"ZNF563",1,"ZNF563"
"ZNF564",1,"ZNF564"
"ZNF565",1,"ZNF565"
"ZNF567",1,"ZNF567"
"ZNF568",1,"ZNF568"
"ZNF573",1,"ZNF573"
"ZNF596",1,"ZNF596"
"ZNF598",1,"ZNF598"
"ZNF605",1,"ZNF605"
"ZNF607",1,"ZNF607"
"ZNF611",1,"ZNF611"
"ZNF613",1,"ZNF613"
"ZNF621",1,"ZNF621"
"ZNF639",1,"ZNF639"
"ZNF646",1,"ZNF646"
"ZNF655",1,"ZNF655"
"ZNF66",1,"ZNF66"
"ZNF660",1,"ZNF660"
"ZNF668",1,"ZNF668"
"ZNF677",1,"ZNF677"
"ZNF678",1,"ZNF678"
"ZNF679",1,"ZNF679"
"ZNF687",1,"ZNF687"
"ZNF688",1,"ZNF688"
"ZNF692",1,"ZNF692"
"ZNF7",1,"ZNF7"
"ZNF705D",1,"ZNF705D"
"ZNF709",1,"ZNF709"
"ZNF713",1,"ZNF713"
"ZNF735",1,"ZNF735"
"ZNF74",1,"ZNF74"
"ZNF749",1,"ZNF749"
"ZNF75D",1,"ZNF75D"
"ZNF76",1,"ZNF76"
"ZNF766",1,"ZNF766"
"ZNF781",1,"ZNF781"
"ZNF786",1,"ZNF786"
"ZNF791",1,"ZNF791"
"ZNF804B",1,"ZNF804B"
"ZNF827",1,"ZNF827"
"ZNF829",1,"ZNF829"
"ZNF830",1,"ZNF830"
"ZNF831",1,"ZNF831"
"ZNF835",1,"ZNF835"
"ZNF845",1,"ZNF845"
"ZNF852",1,"ZNF852"
"ZNF860",1,"ZNF860"
"ZNF91",1,"ZNF91"
"ZNFX1",1,"ZNFX1"
"ZNHIT2",1,"ZNHIT2"
"ZNHIT6",1,"ZNHIT6"
"ZPBP",1,"ZPBP"
"ZRANB2",1,"ZRANB2"
"ZRANB3",1,"ZRANB3"
"ZSCAN12",1,"ZSCAN12"
"ZSCAN29",1,"ZSCAN29"
"ZSCAN5A",1,"ZSCAN5A"
"ZSCAN5B",1,"ZSCAN5B"
"ZSWIM2",1,"ZSWIM2"
"ZSWIM8",1,"ZSWIM8"
"ZWILCH",1,"ZWILCH"
"ZXDC",1,"ZXDC"
"ZZEF1",1,"ZZEF1"
"ZZZ3",1,"ZZZ3"
"ACOT12",0,"ACOT12"
"CDK9",0,"CDK9"
"CHRNB3",0,"CHRNB3"
"COL22A1",0,"COL22A1"
"COL9A1",0,"COL9A1"
"DNAH6",0,"DNAH6"
"GRM2",0,"GRM2"
"GTDC1",0,"GTDC1"
"ITGAM",0,"ITGAM"
"MAP3K19",0,"MAP3K19"
"MRPS31",0,"MRPS31"
"OR51M1",0,"OR51M1"
"RABEP2",0,"RABEP2"
"SLC6A3",0,"SLC6A3"
"SPR",0,"SPR"
"UVRAG",0,"UVRAG"
"YEATS4",0,"YEATS4"
"ZBTB24",0,"ZBTB24"
"ZNF623",0,"ZNF623"
